data,category,name
4581222,Adventure,Touching the Void 
4563029,Action,Snowpiercer 
4554569,Comedy,Mumford 
4542775,Comedy,Miss March 
4535117,Action,In the Name of the King: A Dungeon Siege Tale 
4505922,Comedy,Swingers 
4496583,Crime,"Blood In, Blood Out "
4485485,Comedy,Flawless 
4476235,Crime,Mindhunters 
4463292,Drama,Anonymous 
4443403,Animation,Persepolis 
4440055,Biography,Bright Star 
4435083,Biography,The Railway Man 
4426297,Adventure,Beyond Borders 
4417124,Documentary,"Food, Inc. "
4414535,Drama,Hamlet 
4414535,Drama,Hamlet 
4411102,Action,The Adventures of Pluto Nash 
4398392,Drama,Black Book 
4394936,Comedy,Simply Irresistible 
4360548,Comedy,Solitary Man 
4357000,Comedy,Bogus 
4356743,Comedy,On the Line 
4350774,Comedy,PCU 
4328294,Comedy,Keeping Up with the Steins 
4311834,Crime,Inside Job 
4308981,Comedy,Meet the Deedles 
4306697,Drama,The Sweet Hereafter 
4301331,Comedy,Four Rooms 
4291965,Biography,Catch a Fire 
4280577,Drama,Goal! The Dream Begins 
4273372,Drama,Glitter 
4250320,Adventure,Young Sherlock Holmes 
4244155,Comedy,"Jeff, Who Lives at Home "
4239767,Comedy,Men with Brooms 
4235837,Comedy,Kiss Kiss Bang Bang 
4234040,Biography,Flash of Genius 
4231500,Drama,The Lunchbox 
4193025,Comedy,Detroit Rock City 
4190530,Drama,The Water Diviner 
4186931,Comedy,Lovely & Amazing 
4170647,Comedy,East Is East 
4157491,Crime,Dancer in the Dark 
4142507,Comedy,Whipped 
4131640,Comedy,Witless Protection 
4109095,Crime,Kama Sutra: A Tale of Love 
4105123,Action,The Raid: Redemption 
4074023,Documentary,Sea Rex 3D: Journey to a Prehistoric World
4068087,Biography,The Visual Bible: The Gospel of John 
4064333,Action,Tank Girl 
4063859,Drama,Good Bye Lenin! 
4063238,Comedy,Frances Ha 
4046737,Comedy,Secretary 
4040588,Comedy,Bottle Shock 
4033268,Comedy,Please Give 
4018695,Adventure,My Name Is Khan 
4007792,Comedy,Safety Not Guaranteed 
4006906,Comedy,King's Ransom 
4002955,Comedy,Idle Hands 
4001121,Biography,I'm Not There. 
4000304,Drama,Shame 
4000000,Action,American Ninja 2: The Confrontation
3958500,Biography,Mr. Turner 
3950294,Comedy,Charlie Bartlett 
3950029,Drama,Of Gods and Men 
3904982,Biography,The Assassination of Jesse James by the Coward Robert Ford 
3902679,Fantasy,Warlock: The Armageddon 
3895664,Comedy,L'auberge espagnole 
3885134,Comedy,Me and You and Everyone We Know 
3827466,Comedy,Yeh Jawaani Hai Deewani 
3826455,Drama,Ida 
3799339,Crime,Better Luck Tomorrow 
3798532,Crime,Bound 
3773863,Drama,To Save a Life 
3766595,Drama,The Class 
3753806,Crime,Vera Drake 
3752725,Drama,The Merchant of Venice 
3749061,Action,The Cold Light of Day 
3713002,Documentary,The Real Cancun 
3707794,Adventure,Midnight Special 
3675072,Adventure,Sunshine 
3650677,Comedy,"Lock, Stock and Two Smoking Barrels "
3645438,Horror,High Tension 
3629758,Drama,The Chorus 
3609278,Drama,Requiem for a Dream 
3590010,Drama,We Are Your Friends 
3588432,Comedy,Wish I Was Here 
3571735,Biography,The Runaways 
3562749,Animation,Cats Don't Dance 
3559990,Comedy,8 Heads in a Duffel Bag
3525161,Drama,Blood and Chocolate 
3519627,Adventure,The Brothers Bloom 
3517797,Action,The Good Thief 
3500000,Action,The Wraith 
3500000,Action,A Fistful of Dollars 
3468572,Drama,Talk Radio 
3447339,Comedy,The To Do List 
3442820,Animation,Anomalisa 
3432342,Comedy,The Barbarian Invasions 
3420871,Drama,The Ultimate Gift 
3419967,Music,Metallica Through the Never 
3388210,Drama,Like Crazy 
3386698,Comedy,Next Stop Wonderland 
3347439,Drama,The Work and the Glory 
3335839,Action,Harsh Times 
3333823,Drama,Atlas Shrugged II: The Strike 
3325638,Comedy,Robot & Frank 
3300230,Action,Ghost Dog: The Way of the Samurai 
3293258,Action,Pootie Tang 
3287435,Drama,Thirteen Conversations About One Thing 
3278611,Documentary,Rize 
3275585,Action,Romeo Is Bleeding 
3275443,Drama,Kabhi Alvida Naa Kehna 
3273588,Action,Only the Strong 
3254172,Biography,The Fifth Estate 
3247816,Comedy,You Will Meet a Tall Dark Stranger 
3222857,Drama,Water 
3219029,Crime,Green Room 
3216970,Drama,Pi 
3205244,Comedy,Another Year 
3203044,Comedy,Anything Else 
3193102,Crime,The Limey 
3169424,Drama,Resurrecting the Champ 
3151130,Comedy,Clerks 
3148482,Drama,Two Lovers 
3130592,Drama,Maurice 
3123749,Comedy,Boynton Beach Club 
3122616,Comedy,Obvious Child 
3117666,Documentary,Wordplay 
3108216,Thriller,Our Kind of Traitor 
3105269,Action,Compadres 
3101301,Action,Supercross 
3100650,Drama,Soul Survivors 
3094687,Comedy,Celeste & Jesse Forever 
3093491,Biography,Rosewater 
3081925,Comedy,"Synecdoche, New York "
3076425,Comedy,8 Women
3074838,Drama,Chloe 
3073392,Drama,Blindness 
3071947,Comedy,Jawbreaker 
3064356,Drama,Sunshine State 
3060858,Action,Malone 
3058380,Drama,The Widow of Saint-Pierre 
3050934,Drama,Songcatcher 
3049135,Biography,Heavenly Creatures 
3047539,Drama,Jab Tak Hai Jaan 
3041803,Drama,The House of Mirth 
3034181,Comedy,The Guru 
3029870,Drama,Melancholia 
3029081,Comedy,Hedwig and the Angry Inch 
3014541,Drama,Albert Nobbs 
3000000,Comedy,Happiness 
3000000,Comedy,Top Hat 
3000000,Crime,Over the Hill to the Poorhouse 
2981638,Drama,Martha Marcy May Marlene 
2975649,Biography,Miss Potter 
2963012,Drama,Before I Go to Sleep 
2961991,Biography,Basquiat 
2957978,Biography,Man on Wire 
2956000,Adventure,The Pirate 
2955039,Biography,Gracie 
2954405,Biography,Isn't She Great 
2938208,Comedy,Metropolitan 
2926565,Comedy,Choke 
2921738,Drama,Veer-Zaara 
2912363,Crime,Tsotsi 
2899970,Drama,Cradle Will Rock 
2892582,Comedy,Waiting for Guffman 
2882062,Comedy,Tadpole 
2869369,Comedy,The Hudsucker Proxy 
2859955,Drama,Home Run 
2856622,Comedy,In the Company of Men 
2850263,Adventure,Airborne 
2849142,Drama,Things We Lost in the Fire 
2848578,Drama,Letters to God 
2840417,Horror,eXistenZ 
2835886,Drama,The Great Beauty 
2833383,Drama,Filly Brown 
2832826,Comedy,The Perez Family 
2812029,Crime,Reservoir Dogs 
2808000,Musical,The Broadway Melody 
2807854,Adventure,Return to the Blue Lagoon 
2800000,Comedy,Love Stinks 
2775593,Comedy,How to Lose Friends & Alienate People 
2712293,Crime,Straight Out of Brooklyn 
2711210,Comedy,Everything Must Go 
2708188,Comedy,Chéri 
2706659,Comedy,The History Boys 
2694973,Drama,Half Nelson 
2694071,Biography,Bobby Jones: Stroke of Genius 
2656324,Comedy,Easy Virtue 
2643689,Comedy,The Mighty 
2605039,Drama,Under the Skin 
2601847,Documentary,Samsara 
2600000,Drama,Richard III 
2592808,Crime,N-Secure 
2557668,Crime,Captive 
2542264,Comedy,Love and Death on Long Island 
2508841,Crime,Frozen River 
2507106,Drama,Grace Unplugged 
2506446,Comedy,Full Frontal 
2483955,Drama,The Lost City 
2474000,Biography,Jefferson in Paris 
2445646,Biography,Kill the Messenger 
2428883,Drama,The Homesman 
2428241,Drama,The Grace Card 
2426851,Comedy,You Kill Me 
2412045,Drama,Never Let Me Go 
2408553,Documentary,The Gatekeepers 
2365931,Comedy,Buffalo '66
2360184,Comedy,Pieces of April 
2353728,Comedy,Bon voyage 
2344847,Drama,Redbelt 
2338695,Crime,Layer Cake 
2331318,Comedy,Bucky Larson: Born to Be a Star 
2326407,Drama,Last Orders 
2319187,Crime,Trance 
2319187,Crime,Trance 
2315683,Adventure,Shanghai Surprise 
2301777,Comedy,Hav Plenty 
2300000,Comedy,42nd Street
2298191,Adventure,Princess Mononoke 
2283276,Animation,Waltz with Bashir 
2277396,Drama,Adam 
2276368,Documentary,Riding Giants 
2275557,Action,Showdown in Little Tokyo 
2268296,Drama,The East 
2246000,Biography,Courage 
2223990,Comedy,DysFunktional Family 
2222647,Drama,The White Ribbon 
2221994,Action,Smilla's Sense of Snow 
2221809,Drama,Rabbit Hole 
2209479,Drama,The Christmas Candle 
2208939,Crime,Perfume: The Story of a Murderer 
2207975,Drama,Shattered Glass 
2203641,Crime,Transsiberian 
2201412,Comedy,The Host 
2199853,Comedy,But I'm a Cheerleader 
2197331,Comedy,Rang De Basanti 
2185266,Comedy,Bamboozled 
2181290,Drama,Oldboy 
2175312,Comedy,Anchorman 2: The Legend Continues
2154540,Action,Shadow Conspiracy 
2148212,Drama,A Dog of Flanders 
2126511,Action,Ip Man 3
2122561,Comedy,Mallrats 
2119994,Family,The Nutcracker 
2104000,Comedy,Faithful 
2086345,Biography,The Sea Inside 
2077046,Comedy,The Wackness 
2073984,Drama,Raising Victor Vargas 
2062066,Biography,Auto Focus 
2060953,Fantasy,Ravenous 
2047570,Biography,Beyond the Mat 
2040920,Action,El Mariachi 
2035566,Biography,I Love You Phillip Morris 
2025238,Comedy,Novocaine 
2024854,Drama,The Work and the Glory II: American Zion 
2000000,Biography,Can't Stop the Music 
2000000,Adventure,Roar 
1997807,Adventure,Limbo 
1987762,Crime,Killer Joe 
1987287,Crime,Oliver Twist 
1984743,Drama,The Immigrant 
1984378,Comedy,Shortbus 
1980338,Comedy,Zero Effect 
1977544,Comedy,The Incredibly True Adventure of Two Girls in Love 
1954202,Comedy,Crazy in Alabama 
1953732,Adventure,The Clan of the Cave Bear 
1950218,Comedy,Two Girls and a Guy 
1943649,Comedy,"Happy, Texas "
1939441,Biography,The Iceman 
1900725,Crime,The Proposition 
1891821,Action,A Sound of Thunder 
1889522,Drama,The Mighty Macs 
1877179,Adventure,The Horseman on the Roof 
1865774,Biography,Legend 
1829142,Drama,The Wind That Shakes the Barley 
1821983,Comedy,Tusk 
1818681,Action,Harry Brown 
1796024,Drama,Stone 
1789892,Comedy,Clay Pigeons 
1779284,Comedy,The Dangerous Lives of Altar Boys 
1768416,Comedy,Somewhere 
1754319,Drama,A Better Life 
1752214,Comedy,Flipped 
1744858,Comedy,The Broken Hearts Club: A Romantic Comedy 
1738692,Drama,We Need to Talk About Kevin 
1729969,Drama,Take Shelter 
1712111,Horror,The Vatican Tapes 
1705139,Fantasy,Lady in White 
1702277,Drama,Stoker 
1697956,Crime,Bad Lieutenant: Port of Call New Orleans 
1689999,Drama,Quinceañera 
1687311,Drama,Tango 
1686429,Action,Steel 
1677838,Documentary,Who Killed the Electric Car? 
1666262,Drama,The White Countess 
1654367,Biography,Factory Girl 
1652472,Comedy,When the Cat's Away 
1647780,Drama,The Celebration 
1646664,Comedy,Marci X 
1641788,Drama,Spider 
1631839,Comedy,Gun Shy 
1602466,Action,Kites 
1573712,Comedy,Your Sister's Sister 
1569918,Biography,Veronica Guerin 
1554566,Drama,Ararat 
1550000,Action,BloodRayne 
1530535,Comedy,Trust the Man 
1523883,Documentary,Murderball 
1512815,Action,Jane Got a Gun 
1508689,Drama,Oscar and Lucinda 
1506998,Crime,Married Life 
1500000,Adventure,Heaven's Gate 
1487477,Fantasy,Night Watch 
1477002,Drama,The Diary of a Teenage Girl 
1474508,Comedy,The Joneses 
1445366,Biography,Nowhere Boy 
1430185,Documentary,No End in Sight 
1429260,Drama,The Art of Getting By 
1425993,Comedy,I Hope They Serve Beer in Hell 
1420578,Drama,Northfork 
1400000,Action,From a Whisper to a Scream 
1391770,Adventure,Saving Private Perez 
1357042,Biography,The Devil's Double 
1346503,Drama,Snow Flower and the Secret Fan 
1340891,Drama,Dear Frankie 
1339152,Adventure,The Little Prince 
1330827,Horror,The Neon Demon 
1325073,Comedy,Thumbsucker 
1316074,Drama,Another Earth 
1310270,Action,Saints and Soldiers 
1309849,Drama,Nicholas Nickleby 
1304837,Drama,The Good German 
1294640,Crime,Funny Games 
1293295,Documentary,Dogtown and Z-Boys 
1292527,Crime,Kansas City 
1292119,Biography,Iris 
1282084,Drama,Jesus' Son 
1281176,Comedy,Tumbleweeds 
1277257,Comedy,Walking and Talking 
1276984,Comedy,Cecil B. DeMented 
1260917,Action,Micmacs 
1250798,Comedy,The Singles Ward 
1247453,Comedy,Tristram Shandy: A Cock and Bull Story 
1243961,Comedy,"For a Good Time, Call... "
1229197,Adventure,Monty Python and the Holy Grail 
1227508,Comedy,Slacker 
1227324,Crime,The Funeral 
1221261,Crime,Nine Queens 
1207007,Comedy,Namastey London 
1206135,Crime,Child 44
1200000,Action,Excessive Force 
1197786,Action,District B13
1196752,Crime,Headhunters 
1190018,Action,Equilibrium 
1186957,Drama,Me and Orson Welles 
1186323,Comedy,Saving Face 
1185783,Drama,"4 Months, 3 Weeks and 2 Days"
1183354,Action,Dylan Dog: Dead of Night 
1181197,Drama,Slow Burn 
1172769,Biography,Find Me Guilty 
1165104,Comedy,Housefull 
1163508,Drama,The Lords of Salem 
1150403,Biography,Infamous 
1141829,Crime,L.I.E. 
1134049,Documentary,In the Shadow of the Moon 
1127331,Drama,Osama 
1114943,Drama,Groove 
1111615,Comedy,The R.M. 
1110286,Drama,Mother and Child 
1110186,Action,Tae Guk Gi: The Brotherhood of War 
1100000,Crime,Light Sleeper 
1098224,Adventure,"The Book of Mormon Movie, Volume 1: The Journey"
1094998,Drama,Brick Lane 
1094798,Biography,Made in Dagenham 
1089445,Comedy,The Perfect Game 
1089365,Comedy,What Just Happened 
1082044,Drama,The Machinist 
1075288,Crime,Blood and Wine 
1071240,Biography,When Did You Last See Your Father? 
1068392,Biography,There Be Dragons 
1066555,Drama,September Dawn 
1064277,Adventure,The Oogieloves in the Big Balloon Adventure 
1060591,Comedy,Caramel 
1056102,Crime,Wonderland 
1055654,Drama,Peaceful Warrior 
1050600,Comedy,Chuck & Buck 
1050445,Drama,Joyeux Noel 
1046166,Comedy,Undiscovered 
1043487,Drama,Velvet Goldmine 
1040879,Comedy,Bottle Rocket 
1039869,Biography,Casino Jack 
1029017,Drama,A Home at the End of the World 
1028658,Drama,Buried 
1028337,Drama,The Business of Strangers 
1027749,Drama,The Children of Huang Shi 
1027119,Drama,Urbania 
1024175,Action,Attack the Block 
1011054,Crime,Owning Mahowny 
1007962,Crime,Hard Candy 
1007535,Comedy,Damsels in Distress 
1001437,Drama,Ruby in Paradise 
1000000,Action,Caravans 
1000000,Adventure,March or Die 
992238,Drama,My Summer of Love 
985341,Drama,Twin Falls Idaho 
982214,Drama,Slam 
978908,Drama,Thr3e
977600,Drama,Meek's Cutoff 
958319,Drama,The Beaver 
952620,Horror,Diary of the Dead 
927107,Biography,Aimee & Jaguar 
925402,Drama,Children of Heaven 
906666,Documentary,Sholem Aleichem: Laughing in the Darkness 
902835,Comedy,American Desi 
900926,Comedy,The Brothers Solomon 
886410,Drama,La otra conquista 
883887,Drama,Princess Kaiulani 
882710,Crime,The Yards 
882290,Action,The Blood of Heroes 
876671,Adventure,The Hunting Party 
872643,Comedy,Ta Ra Rum Pum 
871577,Biography,Control 
871527,Crime,Where the Truth Lies 
869325,Action,Beastmaster 2: Through the Portal of Time
866778,Drama,My Blueberry Nights 
864959,Adventure,Mirrormask 
860002,Adventure,Duma 
856942,Drama,Wendy and Lucy 
841206,Drama,Higher Ground 
836641,Drama,Illuminata 
830210,Drama,Atlas Shrugged: Who Is John Galt? 
821997,Drama,Déjà Vu 
819939,Comedy,Latter Days 
819852,Drama,Felicia's Journey 
800000,Adventure,Sphinx 
800000,Adventure,The Barbarians 
798341,Crime,Brigham City 
795126,Comedy,Saint Ralph 
793352,Comedy,Darling Companion 
792966,Action,The Toxic Avenger Part II 
778565,Crime,Only God Forgives 
777423,Biography,Without Limits 
770629,Fantasy,The Wailing 
768045,Drama,Bloody Sunday 
766487,Comedy,The Ten 
763044,Drama,The Statement 
756452,Drama,Coriolanus 
753501,Crime,Irreversible 
750100,Drama,Palo Alto 
727883,Drama,Donnie Darko 
717753,Adventure,On the Road 
713413,Crime,Character 
712294,Drama,The Ballad of Jack and Rose 
706622,Biography,Mozart's Sister 
703002,Action,Hobo with a Shotgun 
700000,Comedy,Les visiteurs 
695229,Comedy,Trees Lounge 
687081,Crime,The Caveman's Valentine 
686383,Adventure,The Secret of Kells 
676698,Crime,The Salton Sea 
673780,Drama,The Circle 
671240,Comedy,Imagine Me & You 
669276,Action,The Princess and the Cobbler 
668171,Action,The Promise 
665426,Adventure,The Polar Express 
653621,Biography,Inside Deep Throat 
652526,Action,Alex Rider: Operation Stormbreaker 
638951,Drama,Journey from the Fall 
638476,Comedy,The Greatest Movie Ever Sold 
634277,Comedy,Molière 
630779,Drama,Ride with the Devil 
626809,Action,Red Cliff 
623374,Action,Texas Rangers 
621240,Crime,Ajami 
617840,Adventure,Agora 
617228,Comedy,I Served the King of England 
617172,Documentary,Trekkies 
613556,Action,The Assassin 
611709,Comedy,Le Havre 
610991,Drama,Fiza 
610968,Drama,The Hunt 
609042,Drama,The Basket 
603943,Crime,Mean Creek 
598645,Comedy,Swept Away 
594904,Comedy,Blue Like Jazz 
592014,Biography,Tarnation 
582024,Comedy,Orgazmo 
578527,Action,"War, Inc. "
578382,Crime,All Good Things 
568695,Drama,Down in the Valley 
565592,Comedy,"Dancer, Texas Pop. 81"
563699,Action,Dum Maaro Dum 
562059,Drama,Poolhall Junkies 
560512,Drama,Indignation 
549632,Adventure,The Lost Medallion: The Adventures of Billy Stone 
548934,Drama,Ondine 
548712,Drama,All the Real Girls 
542860,Drama,Winter in Wartime 
540085,Comedy,Romance & Cigarettes 
537580,Action,Machine Gun Preacher 
536767,Biography,20 Dates
535249,Comedy,The Virginity Hit 
533344,Comedy,Masked and Anonymous 
532988,Biography,Freeheld 
532190,Biography,Prefontaine 
531806,Musical,Standing Ovation 
531009,Drama,By the Sea 
529766,Crime,Things to Do in Denver When You're Dead 
528972,Drama,Earth 
518134,Comedy,Dom Hemingway 
515005,Comedy,A Hard Day's Night 
513836,Comedy,The Names of Love 
511920,Adventure,Delgo 
510092,Biography,Bully 
508867,Drama,Madison 
505295,Adventure,Travelers and Magicians 
502028,Drama,The Return 
499263,Drama,The Passion of the Christ 
489220,Mystery,Cube 
488872,Action,Shaolin Soccer 
484221,Biography,The Act of Killing 
480314,Action,DOA: Dead or Alive 
476270,Action,The Baader Meinhof Complex 
475000,Comedy,Beer League 
469947,Drama,Weekend 
466702,Comedy,Submarine 
464655,Comedy,Dream with the Fishes 
464126,Drama,Blue Car 
463730,Comedy,The Last Shot 
454255,Action,The Legend of Suriyothai 
453079,Comedy,The Extra Man 
449558,Biography,The Damned United 
447750,Crime,Brother 
447093,Drama,Dekalog             
447093,Drama,Dekalog             
444354,Comedy,Clockwatchers 
444044,Drama,Brotherly Love 
442638,Comedy,The Hammer 
439958,Drama,Circumstance 
439162,Action,Akira 
438653,Adventure,Idiocracy 
434417,Drama,Savage Grace 
428535,Comedy,Luminarias 
425899,Documentary,I Want Your Money 
424760,Drama,Primer 
418953,Crime,Killing Zoe 
418268,Comedy,Bachelorette 
410388,Action,Steamboy 
410241,Comedy,Spun 
406035,Drama,The Believer 
405614,Drama,Sound of My Voice 
403932,Drama,The Claim 
403932,Drama,The Claim 
403649,Drama,Wild Grass 
402820,Drama,Snow Angels 
399879,Crime,Jindabyne 
399793,Drama,The Loss of Sexual Innocence 
399611,Biography,The 5th Quarter
398420,Crime,Brooklyn Rules 
396035,Drama,Yes 
395592,Drama,My Life Without Me 
389804,Comedy,Tiny Furniture 
382946,Drama,Hesher 
381225,Documentary,Short Cut to Nirvana: Kumbh Mela 
381186,Drama,The Quiet 
379643,Drama,The Last Sin Eater 
379122,Comedy,Conversations with Other Women 
377420,Drama,Coming Home 
375723,Comedy,The Second Mother 
375474,Drama,The Game of Their Lives 
373967,Horror,Session 9
373060,Drama,Fish Tank 
371897,Drama,Joe 
371081,Comedy,House of D 
365734,Drama,The Brown Bunny 
354704,Crime,Prison 
353743,Comedy,Buffalo Soldiers 
352786,Biography,Copying Beethoven 
352684,Action,Khiladi 786
349618,Horror,Two Evil Eyes 
347578,Comedy,Teeth 
342936,Comedy,Drinking Buddies 
336467,Drama,Enter the Void 
336456,Comedy,The Singing Detective 
334658,Drama,I Origins 
334041,Crime,Hurricane Streets 
333976,Comedy,Welcome to Collinwood 
333658,Comedy,Marilyn Hotchkiss' Ballroom Dancing and Charm School 
327919,Crime,This Is England 
326308,Crime,Albino Alligator 
325491,Crime,City of Ghosts 
322157,Comedy,Super 
321952,Documentary,The Last Waltz 
318622,Biography,Compliance 
317125,Drama,Adore 
317040,Drama,The Yellow Handkerchief 
316842,Drama,Good Kill 
313436,Comedy,Elling 
306715,Comedy,Chairman of the Board 
305070,Action,Rapa Nui 
304137,Comedy,Four Lions 
304124,Drama,The Holy Girl 
303439,Drama,The Life Before Her Eyes 
302204,Comedy,Shooting Fish 
301305,Drama,In the Land of Blood and Honey 
298110,Comedy,Fido 
296665,Biography,Party Monster 
295468,Comedy,Never Again 
287761,Adventure,Antarctica: A Year on Ice 
279282,Comedy,The Battle of Shaker Heights 
278821,Comedy,Life During Wartime 
277233,Comedy,Smiling Fish & Goat on Fire 
274661,Crime,Taxi to the Dark Side 
274385,Comedy,Soul Kitchen 
274299,Biography,Amen. 
273420,Comedy,Southland Tales 
269061,Action,Seven Samurai 
267194,Drama,Morvern Callar 
265107,Comedy,Psycho Beach Party 
263365,Comedy,The Tempest 
261481,Drama,2046
258113,Crime,Blue Ruin 
255352,Drama,Old Joy 
252726,Drama,Love's Abiding Joy 
252652,Comedy,Trollhunter 
247740,Documentary,Sex with Strangers 
246574,Animation,My Dog Tulip 
244465,Drama,The Chambermaid on the Titanic 
243768,Western,The Legend of God's Gun 
243347,Crime,Civil Brand 
241816,Drama,George Washington 
240425,Biography,"Gandhi, My Father "
238774,Comedy,Driving Lessons 
237301,Drama,Monsters 
236266,Adventure,Gerry 
233103,Drama,Wah-Wah 
231417,Comedy,The Swindle 
231186,Crime,The Blue Room 
229311,Action,One Man's Hero 
229094,Western,Slow West 
228830,Crime,Standard Operating Procedure 
228524,Comedy,Imaginary Heroes 
227241,Drama,Guiana 1838
226792,Action,High Heels and Low Lifes 
225377,Drama,Amour 
223878,Comedy,"Remember Me, My Love "
223615,Comedy,Tucker and Dale vs Evil 
221210,Comedy,World's Greatest Dad 
220914,Biography,Fur: An Imaginary Portrait of Diane Arbus 
220234,Comedy,Ira & Abby 
215185,Documentary,Call + Response 
214966,Crime,The Killer Inside Me 
214202,Crime,Trade 
212285,Comedy,Love and Other Catastrophes 
211667,Crime,Lady Vengeance 
206678,Comedy,CJ7
206400,Comedy,Alias Betty 
203134,Animation,I Married a Strange Person! 
200803,Comedy,Tim and Eric's Billion Dollar Movie 
199652,Action,Blackthorn 
199228,Comedy,Paa 
198407,Drama,Sherrybaby 
197148,Drama,Code 46
196067,Drama,The Heart of Me 
195888,Drama,Fateless 
194568,Comedy,I Want Someone to Eat Cheese With 
192467,Comedy,The Puffy Chair 
191309,Drama,November 
190666,Comedy,"A Woman, a Gun and a Noodle Shop "
190666,Comedy,"A Woman, a Gun and a Noodle Shop "
190562,Action,The Nutcracker in 3D
188870,Action,Easy Money 
186354,Drama,Stonewall 
185577,Comedy,The Big Tease 
183662,Comedy,Little White Lies 
183490,Drama,Amigo 
183125,Action,Stolen 
183088,Comedy,The Lucky Ones 
181798,Drama,The Flower of Evil 
181655,Crime,Lilya 4-Ever
180483,Comedy,Pink Flamingos 
178739,Drama,Go for It! 
177840,Comedy,Sugar Town 
175370,Comedy,Breakfast of Champions 
174682,Drama,The Business of Fancydancing 
173783,Documentary,Fuel 
173066,Comedy,My Name Is Bruce 
171988,Action,Mercy Streets 
171320,Crime,Polisse 
169719,Fantasy,Escape from Tomorrow 
169379,Drama,"Cinco de Mayo, La Batalla "
163591,Comedy,The Last Godfather 
163245,Comedy,Modern Times 
155984,Documentary,The Horse Boy 
155972,Comedy,The Bubble 
154077,Comedy,Lonesome Jim 
152857,Drama,Welcome to the Rileys 
151389,Documentary,Deceptive Practice: The Mysteries and Mentors of Ricky Jay 
146402,Comedy,Mondays in the Sun 
146083,Drama,The Land Girls 
146072,Comedy,Les couloirs du temps: Les visiteurs II 
145540,Drama,May 
145118,Biography,Carlos             
145109,Drama,Flame and Citron 
144583,Drama,Deterrence 
144431,Documentary,Once in a Lifetime: The Extraordinary Story of the New York Cosmos 
143653,Biography,Desert Dancer 
143000,Horror,Chain Letter 
141853,Comedy,Critical Care 
140987,Drama,Free Style 
140244,Horror,Repo! The Genetic Opera 
140016,Comedy,Baghead 
137945,Comedy,The Last Five Years 
136432,Comedy,Severance 
136007,Drama,Clean 
134904,Comedy,Love Ranch 
133778,Documentary,The Other Dream Team 
131617,Drama,Edmond 
131175,Drama,Maggie 
129319,Romance,Dil Jo Bhi Kahey... 
129115,Action,Kung Fu Killer 
128978,Action,The Warlords 
128937,Drama,The Eclipse 
128486,Action,"The Good, the Bad, the Weird "
127437,Action,1911
127144,Comedy,The Wendell Baker Story 
126387,Horror,The Beyond 
126247,Comedy,Police Academy: Mission to Moscow 
125169,Comedy,There Goes My Baby 
124720,Drama,"Lovely, Still "
124494,Action,Six-String Samurai 
123777,Action,The Masked Saint 
122288,Action,Centurion 
121972,Crime,People I Know 
120620,Biography,It's All Gone Pete Tong 
119922,Drama,City of Life and Death 
119841,Drama,Stolen Summer 
118666,Drama,Valley of the Heart's Delight 
117560,Drama,Come Early Morning 
117190,Action,Wild Target 
115862,Drama,The Greatest 
115504,Comedy,The Other End of the Line 
113155,Adventure,Gentlemen Broncos 
112935,Drama,All or Nothing 
112521,Comedy,Lisa Picard Is Famous 
111300,Documentary,Burn 
110720,Comedy,The Woman Chaser 
110536,Comedy,The Lost Skeleton of Cadavra 
110197,Drama,Dogtooth 
110029,Comedy,Bran Nue Dae 
110000,Crime,Dinner Rush 
108662,Crime,Pathology 
108229,Drama,After.Life 
106869,Crime,Escobar: Paradise Lost 
105943,Comedy,Road Hard 
104792,Action,Bronson 
104257,Comedy,Human Traffic 
104077,Comedy,Wristcutters: A Love Story 
102055,Action,Ong-bak 2
101228,Comedy,Winter Passing 
101055,Horror,Survival of the Dead 
100675,Documentary,Freakonomics 
100669,Comedy,Saint John of Las Vegas 
100659,Horror,The House of the Devil 
100503,Comedy,The Good Guy 
100412,Drama,"Buen Día, Ramón "
100358,Comedy,Neal 'N' Nikki 
100240,Documentary,A Lego Brickumentary 
99851,Documentary,8: The Mormon Proposition
99462,Action,The Young and Prodigious T.S. Spivet 
99147,Drama,Desert Blue 
98017,Comedy,Rubber 
96793,Action,D.E.B.S. 
96734,Action,Hardflip 
95236,Drama,ABCD (Any Body Can Dance) 
95016,Comedy,Summer Storm 
94596,Crime,The Cure 
92900,Comedy,Motherhood 
92401,Horror,I Spit on Your Grave 
92362,Comedy,The Salon 
92191,Comedy,Mean Machine 
90820,Drama,Carriers 
85433,Crime,The Best Offer 
85222,Documentary,My Date with Drew 
84961,Action,Hero 
84961,Action,Hero 
84689,Documentary,51 Birch Street
82739,Drama,Blood Done Sign My Name 
81525,Action,Wasabi 
79043,Crime,Water & Power 
78030,Drama,Middle of Nowhere 
77501,Horror,The Innkeepers 
77231,Drama,Nomad: The Warrior 
76382,Romance,Breaking Upwards 
75727,Drama,Sleep Dealer 
75078,Comedy,An Everlasting Piece 
74205,Drama,Manderlay 
73678,Drama,Fort McCoy 
73548,Fantasy,The Midnight Meat Train 
72413,Action,Dragon Blade 
71904,Comedy,Eye of the Dolphin 
71442,Animation,Ernest & Celestine 
70527,Comedy,Eulogy 
70071,Thriller,Cavite 
69582,Comedy,Stiff Upper Lips 
66637,Drama,The Messenger 
65804,Crime,Deadfall 
65087,Crime,Redacted 
64359,Comedy,Among Giants 
64286,Drama,The Notebook 
